q01	d170:0.085600,d259:0.079784,d154:0.074338,d085:0.061756,d008:0.061572,d296:0.059317,d163:0.054126,d089:0.050336,d186:0.049301,d153:0.049247,d060:0.041698,d254:0.041477,d100:0.040132,d094:0.037773,d016:0.036442,d179:0.032396,d145:0.030179,d065:0.028996,d312:0.028877,d082:0.026315,d004:0.026194,d329:0.026127,d028:0.025586,d059:0.025558,d006:0.025219,d299:0.024923,d077:0.024170,d209:0.024038,d273:0.023683,d215:0.023169,d243:0.022466,d315:0.022410,d317:0.022395,d311:0.022375,d212:0.022237,d195:0.022180,d265:0.022004,d185:0.021645,d284:0.021634,d032:0.021397,d123:0.019950,d130:0.019924,d255:0.019811,d136:0.019720,d099:0.019689,d164:0.019624,d021:0.019533,d039:0.019454,d152:0.019299,d281:0.019202,d074:0.018804,d184:0.018696,d316:0.018692,d172:0.018109,d038:0.018087,d275:0.017930,d024:0.017925,d116:0.017916,d162:0.017709,d052:0.017447,d234:0.016963,d229:0.015735
q02	d291:0.073614,d002:0.073231,d037:0.071359,d014:0.068393,d149:0.064272,d147:0.061390,d282:0.060140,d283:0.051248,d136:0.051003,d293:0.049127,d316:0.048345,d039:0.047158,d052:0.045124,d294:0.040835,d047:0.016666,d290:0.015939,d306:0.015478,d145:0.014863,d237:0.014785,d058:0.014747,d106:0.014180,d238:0.014133,d142:0.013519,d128:0.013369,d166:0.013303,d211:0.013192,d307:0.013019,d243:0.012994,d248:0.012991,d173:0.012955,d160:0.012615,d300:0.012585,d020:0.012557,d144:0.012275,d117:0.012275,d151:0.012165,d202:0.012078,d083:0.011928,d017:0.011618,d023:0.011383,d318:0.011373,d103:0.011369,d018:0.011349,d021:0.011298,d107:0.011218,d210:0.011173,d119:0.011047,d121:0.011003,d206:0.010995,d042:0.010702,d287:0.010686,d185:0.010660,d154:0.010500,d172:0.010474,d022:0.010428,d227:0.010317,d197:0.010282,d246:0.010217,d082:0.010204,d239:0.010202,d264:0.009875,d044:0.009856,d234:0.009811,d222:0.009757,d046:0.009691,d164:0.009665,d051:0.009624,d124:0.009573,d143:0.009330,d134:0.009265,d187:0.009235,d229:0.009101,d140:0.009089,d122:0.008824,d263:0.008790,d150:0.008764,d158:0.008713,d242:0.008685,d212:0.008623,d179:0.008617,d062:0.008596,d054:0.008453,d296:0.008378,d031:0.008365,d139:0.008211,d320:0.008046,d308:0.008037,d131:0.008015,d068:0.007936,d005:0.007857,d260:0.007836,d108:0.007737,d269:0.007735,d250:0.007605,d252:0.007558,d268:0.007548,d254:0.007397,d225:0.007299,d098:0.007226,d133:0.007182,d257:0.007163,d120:0.007120,d262:0.007072,d090:0.006994,d116:0.006947,d230:0.006907,d137:0.006821,d118:0.006785,d010:0.006768,d130:0.006579,d305:0.006469,d323:0.006363,d324:0.006013,d271:0.005999,d251:0.005918,d224:0.005601,d043:0.005455,d040:0.005446,d050:0.005423,d245:0.005278,d045:0.005222,d236:0.005208,d007:0.005045,d063:0.004963,d001:0.004949,d228:0.004821,d070:0.004779,d232:0.004733,d219:0.004718,d204:0.004650,d200:0.004562,d327:0.004520,d298:0.004517,d273:0.004515,d198:0.004478,d221:0.004471,d309:0.004348,d322:0.004338,d186:0.004322,d153:0.004317,d317:0.004269,d004:0.004252,d233:0.004233,d064:0.004178,d277:0.004177,d180:0.004174,d278:0.004157,d226:0.004130,d284:0.004124,d285:0.004111,d126:0.004057,d214:0.004026,d319:0.004010,d218:0.003990,d029:0.003984,d216:0.003976,d101:0.003964,d077:0.003923,d313:0.003898,d205:0.003882,d314:0.003868,d061:0.003847,d161:0.003835,d079:0.003823,d297:0.003802,d255:0.003777,d215:0.003761,d163:0.003758,d279:0.003748,d102:0.003747,d302:0.003744,d281:0.003660,d266:0.003656,d129:0.003602,d330:0.003590,d019:0.003569,d196:0.003552,d286:0.003489,d080:0.003457,d191:0.003456,d024:0.003417,d194:0.003383,d055:0.003377,d203:0.003366,d304:0.003364,d328:0.003345,d249:0.003334,d188:0.003244,d244:0.003216,d085:0.003143,d152:0.003133,d003:0.003117,d067:0.003103,d184:0.003035,d105:0.002886,d162:0.002875,d190:0.002774,d141:0.002734
q03	d291:0.085089,d318:0.077846,d147:0.075141,d152:0.065060,d283:0.062728,d105:0.059944
q04	d289:0.089653,d310:0.084623,d270:0.072790,d286:0.064962,d330:0.061263,d019:0.060897,d100:0.058724,d275:0.058324,d010:0.056770,d184:0.050652,d049:0.048825,d230:0.013333,d259:0.010695,d043:0.010531,d050:0.010469,d114:0.010425,d290:0.010141,d306:0.009848,d246:0.009697,d082:0.009684,d013:0.009649,d264:0.009372,d110:0.009149,d124:0.009085,d312:0.009049,d253:0.009036,d213:0.008928,d075:0.008883,d104:0.008816,d030:0.008765,d261:0.008761,d298:0.008719,d198:0.008645,d081:0.008637,d142:0.008602,d071:0.008522,d040:0.008483,d122:0.008375,d186:0.008344,d014:0.008286,d307:0.008283,d248:0.008266,d212:0.008183,d062:0.008158,d091:0.008126,d180:0.008057,d300:0.008007,d088:0.007992,d226:0.007972,d296:0.007951,d117:0.007810,d292:0.007761,d063:0.007731,d001:0.007709,d216:0.007675,d308:0.007627,d131:0.007607,d192:0.007593,d205:0.007494,d314:0.007466,d005:0.007456,d061:0.007426,d301:0.007368,d073:0.007352,d108:0.007343,d123:0.007342,d269:0.007341,d208:0.007330,d215:0.007260,d163:0.007255,d279:0.007236,d018:0.007221,d250:0.007217,d093:0.007196,d252:0.007173,d268:0.007163,d113:0.007133,d060:0.007057,d327:0.007041,d119:0.007029,d121:0.007001,d041:0.006929,d125:0.006895,d111:0.006863,d196:0.006856,d133:0.006816,d089:0.006747,d262:0.006712,d193:0.006705,d024:0.006597,d227:0.006564,d265:0.006534,d055:0.006519,d175:0.006498,d160:0.006476,d020:0.006446,d126:0.006318,d214:0.006271,d319:0.006247,d130:0.006243,d234:0.006243,d029:0.006205,d280:0.006185,d136:0.006179,d046:0.006166,d048:0.005938,d303:0.005928,d023:0.005843,d199:0.005836,d021:0.005800,d266:0.005695,d271:0.005694,d251:0.005616,d263:0.005593,d162:0.005549,d257:0.005485,d241:0.005447,d189:0.005317,d194:0.005269,d304:0.005240,d087:0.005141,d244:0.005010,d164:0.004961,d294:0.004948,d039:0.004919,d157:0.004635,d052:0.004411,d225:0.002722,d151:0.002230,d047:0.002048,d206:0.002015,d220:0.001956,d274:0.001954,d009:0.001947,d276:0.001928,d174:0.001912,d022:0.001911,d007:0.001881,d086:0.001868,d295:0.001841,d145:0.001827,d028:0.001819,d237:0.001817,d058:0.001812,d044:0.001807,d069:0.001797,d070:0.001782,d112:0.001774,d232:0.001765,d051:0.001764,d219:0.001759,d065:0.001755,d181:0.001745,d106:0.001743,d238:0.001737,d036:0.001706,d200:0.001701,d207:0.001675,d066:0.001674,d037:0.001670,d221:0.001667,d095:0.001643,d166:0.001635,d331:0.001633,d217:0.001625,d211:0.001621,d008:0.001594,d242:0.001592,d004:0.001585,d247:0.001572,d278:0.001550,d054:0.001550,d059:0.001547,d284:0.001538,d031:0.001533,d291:0.001528,d006:0.001526,d032:0.001521,d144:0.001509,d146:0.001493,d202:0.001484,d209:0.001455,d260:0.001436,d079:0.001426,d255:0.001408,d099:0.001400,d102:0.001397,d302:0.001396,d056:0.001389,d210:0.001373,d156:0.001371,d254:0.001356,d147:0.001349,d129:0.001343,d195:0.001342,d231:0.001330,d098:0.001324,d042:0.001315,d287:0.001313,d169:0.001313,d168:0.001308,d120:0.001305,d183:0.001289,d115:0.001289,d080:0.001289,d191:0.001289,d038:0.001286,d076:0.001274,d258:0.001266,d197:0.001264,d203:0.001255,d256:0.001250,d118:0.001244,d249:0.001243,d015:0.001229,d027:0.001215,d012:0.001190,d085:0.001172,d003:0.001162,d092:0.001153,d143:0.001147,d316:0.001131,d283:0.001126,d229:0.001118,d324:0.001102,d235:0.001098,d179:0.001059,d177:0.001058,d293:0.001019
q06	d329:0.091155,d069:0.088211,d029:0.072907,d297:0.069590,d257:0.064445,d026:0.063298,d186:0.060633,d004:0.059645,d233:0.059385,d303:0.056202,d077:0.055036,d302:0.052519,d025:0.051275,d012:0.044774,d139:0.037965,d225:0.031195,d245:0.022555,d220:0.022424,d236:0.022257,d154:0.022060,d192:0.020834,d237:0.020825,d044:0.020707,d070:0.020424,d110:0.020255,d104:0.019516,d081:0.019121,d128:0.018831,d166:0.018738,d170:0.018620,d211:0.018581,d270:0.018231,d212:0.018117,d247:0.018020,d265:0.017926,d319:0.017139,d202:0.017012,d209:0.016675,d205:0.016590,d061:0.016440,d079:0.016340,d034:0.016278,d208:0.016228,d215:0.016073,d163:0.016062,d023:0.016033,d018:0.015986,d021:0.015914,d060:0.015623,d129:0.015393,d041:0.015339,d231:0.015239,d098:0.015181,d262:0.014859,d193:0.014845,d116:0.014596,d087:0.014106,d033:0.014095,d234:0.013820,d046:0.013650,d305:0.013591,d039:0.013496,d003:0.013320,d134:0.013050,d199:0.012919,d251:0.012433,d052:0.012103,d294:0.010953
q07	d004:0.109901,d034:0.098451,d262:0.063356,d153:0.056738,d155:0.056177,d211:0.055245,d062:0.053700,d149:0.053009,d146:0.050879,d078:0.048387,d287:0.044754,d240:0.036464,d139:0.034389,d151:0.032984,d057:0.032903,d247:0.032154,d011:0.031731,d083:0.029980,d289:0.028979,d255:0.028800,d252:0.028334,d113:0.028178,d074:0.027337,d044:0.026724,d115:0.026365,d301:0.026091,d253:0.025816,d137:0.025572,d087:0.025171,d200:0.025161,d033:0.025151,d140:0.024644,d071:0.024349,d305:0.024251,d143:0.023451,d088:0.022833,d284:0.022746,d157:0.022691,d031:0.022681,d117:0.022314,d282:0.022212,d150:0.022026,d158:0.021899,d123:0.020976,d163:0.020729,d266:0.020166,d060:0.020163,d084:0.020106,d129:0.019866,d098:0.019592,d042:0.019455,d165:0.019435,d234:0.017835,d323:0.017253,d271:0.016267,d263:0.015979,d179:0.015665,d293:0.015080
q08	d110:0.102596,d117:0.087579,d205:0.084032,d108:0.082337,d005:0.078765,d115:0.070503,d028:0.069761,d251:0.062977,d271:0.060144,d211:0.056730,d089:0.049992,d208:0.049545,d107:0.048241,d246:0.043523,d070:0.041409,d312:0.040615,d075:0.039872,d030:0.039342,d091:0.036473,d180:0.036164,d106:0.034631,d083:0.034063,d104:0.033839,d121:0.031422,d292:0.029792,d144:0.029715,d269:0.028177,d130:0.028023,d125:0.026465,d019:0.026446,d235:0.025516,d189:0.025293,d304:0.024710,d294:0.022206,d151:0.007895,d213:0.007567,d224:0.007394,d223:0.007327,d040:0.007190,d050:0.007159,d290:0.006935,d274:0.006920,d045:0.006894,d236:0.006875,d043:0.006844,d127:0.006780,d022:0.006767,d082:0.006622,d063:0.006552,d009:0.006550,d001:0.006534,d192:0.006436,d264:0.006409,d044:0.006396,d240:0.006312,d135:0.006301,d013:0.006271,d232:0.006248,d219:0.006229,d035:0.006225,d237:0.006114,d327:0.005967,d301:0.005935,d288:0.005925,d037:0.005912,d198:0.005912,d081:0.005906,d221:0.005902,d142:0.005882,d095:0.005818,d170:0.005752,d122:0.005727,d200:0.005724,d008:0.005644,d207:0.005636,d270:0.005631,d155:0.005547,d278:0.005487,d059:0.005477,d226:0.005452,d296:0.005437,d282:0.005316,d062:0.005302,d202:0.005255,d216:0.005249,d320:0.005222,d308:0.005216,d096:0.005204,d131:0.005202,d209:0.005151,d126:0.005089,d201:0.005087,d079:0.005047,d073:0.005028,d123:0.005021,d255:0.004986,d215:0.004965,d099:0.004955,d325:0.004951,d093:0.004921,d113:0.004878,d210:0.004861,d281:0.004832,d078:0.004778,d129:0.004755,d195:0.004753,d250:0.004690,d133:0.004661,d148:0.004651,d286:0.004605,d266:0.004587,d193:0.004585,d080:0.004564,d076:0.004511,d024:0.004511,d197:0.004474,d196:0.004456,d042:0.004425,d287:0.004419,d118:0.004403,d182:0.004359,d087:0.004357,d138:0.004351,d015:0.004351,d038:0.004326,d203:0.004222,d046:0.004216,d305:0.004198,d039:0.004169,d085:0.004150,d323:0.004130,d316:0.004006,d164:0.003996,d263:0.003825,d241:0.003725,d190:0.003662,d225:0.000478,d230:0.000452,d047:0.000360,d206:0.000354,d114:0.000354,d289:0.000344,d220:0.000344,d276:0.000339,d174:0.000336,d306:0.000334,d007:0.000331,d239:0.000329,d086:0.000328,d329:0.000326,d295:0.000323,d267:0.000323,d145:0.000321,d228:0.000316,d069:0.000316,d112:0.000312,d321:0.000311,d051:0.000310,d065:0.000308,d124:0.000308,d253:0.000307,d181:0.000307,d097:0.000305,d002:0.000301,d261:0.000297,d298:0.000296,d273:0.000296,d066:0.000294,d140:0.000293,d071:0.000289,d111:0.000289,d166:0.000287,d217:0.000285,d309:0.000285,d322:0.000284,d153:0.000283,d307:0.000281,d243:0.000281,d248:0.000281,d242:0.000280,d317:0.000280,d212:0.000278,d233:0.000277,d247:0.000276,d265:0.000275,d064:0.000274,d160:0.000272,d054:0.000272,d300:0.000272,d088:0.000271,d020:0.000271,d284:0.000270,d285:0.000269,d291:0.000268,d006:0.000268,d032:0.000267,d149:0.000264,d214:0.000264,d319:0.000263,d218:0.000261,d029:0.000261,d101:0.000260,d176:0.000259,d077:0.000257,d068:0.000256,d313:0.000255,d314:0.000253,d260:0.000252,d061:0.000252,d161:0.000251,d017:0.000251,d034:0.000250,d297:0.000249,d163:0.000246,d171:0.000246,d023:0.000246,d318:0.000246,d279:0.000246,d102:0.000246,d103:0.000246,d302:0.000245,d072:0.000244,d021:0.000244,d252:0.000243,d268:0.000243,d272:0.000241,d060:0.000240,d084:0.000239,d119:0.000239,d254:0.000238,d311:0.000238,d147:0.000237,d330:0.000235,d074:0.000235,d231:0.000234,d132:0.000233,d098:0.000233,d165:0.000231,d257:0.000231,d169:0.000231,d100:0.000231,d168:0.000230,d053:0.000229,d120:0.000229,d262:0.000228,d026:0.000227,d183:0.000227,d191:0.000226,d172:0.000226,d275:0.000224,d116:0.000224,d227:0.000223,d258:0.000222,d194:0.000222,d055:0.000221,d175:0.000221,d137:0.000220,d328:0.000219,d094:0.000217,d033:0.000216,d234:0.000212,d244:0.000211,d222:0.000211,d280:0.000210,d136:0.000210,d012:0.000209,d152:0.000205,d003:0.000204,d067:0.000203,d048:0.000202,d143:0.000201,d303:0.000201,d184:0.000199,d199:0.000198,d283:0.000198,d109:0.000198,d229:0.000197,d157:0.000195,d105:0.000189,d162:0.000188,d158:0.000188,d049:0.000187,d179:0.000186,d177:0.000186,d052:0.000186,d293:0.000179,d139:0.000177
q09	d223:0.119351,d220:0.097315,d198:0.096289,d205:0.083470,d217:0.080806,d199:0.056065,d177:0.052641,d259:0.016375,d086:0.014809,d192:0.014410,d069:0.014246,d240:0.014133,d299:0.014043,d219:0.013947,d065:0.013912,d312:0.013855,d097:0.013775,d273:0.013344,d081:0.013225,d221:0.013214,d071:0.013049,d111:0.013023,d166:0.012959,d170:0.012878,d211:0.012851,d122:0.012822,d186:0.012776,d008:0.012637,d233:0.012513,d284:0.012190,d214:0.011899,d029:0.011775,d202:0.011766,d308:0.011678,d068:0.011532,d061:0.011370,d073:0.011258,d078:0.011256,d072:0.011020,d021:0.011006,d268:0.010968,d272:0.010895,d254:0.010748,d330:0.010612,d041:0.010609,d231:0.010539,d098:0.010499,d257:0.010408,d169:0.010406,d100:0.010400,d089:0.010331,d286:0.010312,d193:0.010267,d115:0.010219,d172:0.010204,d038:0.010191,d116:0.010095,d194:0.009999,d055:0.009981,d175:0.009950,d256:0.009909,d328:0.009887,d010:0.009834,d087:0.009756,d234:0.009558,d244:0.009506,d016:0.009443,d085:0.009291,d323:0.009246,d251:0.008599,d162:0.008497,d158:0.008488,d179:0.008395,d052:0.008371,d294:0.007575
q10	d231:0.092401,d060:0.085767,d100:0.082546,d295:0.014903,d069:0.014549,d035:0.014235,d124:0.014206,d221:0.013495,d142:0.013450,d040:0.013357,d114:0.013245,d122:0.013095,d220:0.012869,d212:0.012796,d233:0.012779,d091:0.012706,d285:0.012409,d246:0.012320,d282:0.012156,d044:0.011884,d068:0.011777,d201:0.011633,d034:0.011497,d215:0.011352,d279:0.011314,d093:0.011252,d036:0.011224,d113:0.011154,d030:0.011136,d327:0.011086,d281:0.011049,d288:0.011008,d330:0.010838,d170:0.010686,d217:0.010686,d076:0.010315,d024:0.010315,d064:0.010247,d194:0.010212,d059:0.010175,d020:0.010150,d031:0.010086,d118:0.010069,d117:0.009923,d202:0.009763,d244:0.009709,d308:0.009690,d305:0.009599,d085:0.009488,d314:0.009486,d260:0.009448,d079:0.009377,d048:0.009285,d099:0.009206,d072:0.009144,d109:0.009108,d254:0.008918,d235:0.008889,d041:0.008803,d125:0.008759,d263:0.008745,d042:0.008651,d165:0.008642,d052:0.008549,d026:0.008482,d258:0.008325,d256:0.008223,d010:0.008160,d012:0.007828,d092:0.007585,d179:0.006966,d177:0.006961,d294:0.006286,d230:0.003909,d151:0.003385,d223:0.003142,d259:0.003136,d289:0.002974,d045:0.002956,d009:0.002955,d154:0.002922,d174:0.002902,d022:0.002901,d086:0.002836,d329:0.002819,d063:0.002809,d310:0.002807,d001:0.002801,d192:0.002759,d237:0.002758,d058:0.002751,d264:0.002748,d240:0.002706,d135:0.002702,d299:0.002689,d110:0.002682,d232:0.002679,d301:0.002677,d219:0.002671,d065:0.002664,d312:0.002653,d097:0.002638,d204:0.002632,d273:0.002555,d159:0.002551,d066:0.002541,d198:0.002535,d081:0.002532,d071:0.002499,d095:0.002494,d331:0.002479,d211:0.002461,d322:0.002455,d057:0.002442,d014:0.002429,d307:0.002429,d248:0.002423,d173:0.002417,d247:0.002386,d054:0.002352,d291:0.002319,d126:0.002296,d144:0.002290,d214:0.002279,d319:0.002270,d146:0.002266,d218:0.002258,d029:0.002255,d216:0.002250,d101:0.002244,d320:0.002239,d131:0.002230,d077:0.002221,d209:0.002208,d313:0.002206,d205:0.002197,d061:0.002177,d017:0.002167,d073:0.002156,d255:0.002138,d171:0.002124,d023:0.002123,d325:0.002123,d018:0.002117,d250:0.002116,d056:0.002108,d021:0.002108,d268:0.002100,d107:0.002093,d025:0.002069,d129:0.002039,d074:0.002029,d132:0.002016,d133:0.001998,d148:0.001994,d257:0.001993,d185:0.001989,d168:0.001986,d262:0.001968,d193:0.001966,d138:0.001963,d115:0.001957,d080:0.001957,d172:0.001954,d055:0.001911,d175:0.001905,d203:0.001905,d167:0.001899,d137:0.001898,d328:0.001893,d249:0.001887,d015:0.001865,d027:0.001844,d130:0.001830,d234:0.001830,d280:0.001813,d136:0.001812,d016:0.001808,d046:0.001808,d039:0.001787,d152:0.001773,d323:0.001771,d003:0.001764,d303:0.001738,d316:0.001717,d199:0.001711,d283:0.001709,d229:0.001698,d324:0.001673,d271:0.001669,d251:0.001647,d241:0.001597,d190:0.001570,d141:0.001548,d293:0.001548
q12	d277:0.081392,d182:0.080158,d176:0.076956,d301:0.076896,d156:0.072977,d250:0.072842,d211:0.065715,d077:0.059299,d258:0.050084,d239:0.039911,d015:0.037988,d012:0.036790,d096:0.031369,d078:0.030302,d056:0.029640,d132:0.028337,d138:0.027599,d229:0.023869,d225:0.023567,d295:0.023346,d081:0.021157,d151:0.019309,d034:0.018011,d297:0.017980,d021:0.017608,d060:0.017287,d236:0.016814,d169:0.016647,d191:0.016343,d082:0.016196,d076:0.016159,d051:0.015276,d035:0.015225,d124:0.015195,d280:0.015150,d143:0.014541,d184:0.014350,d155:0.014275,d095:0.014228,d331:0.014142,d122:0.014006,d235:0.013925,d243:0.013828,d317:0.013784,d270:0.013773,d150:0.013658,d247:0.013614,d180:0.013476,d011:0.013434,d190:0.013117,d102:0.012099,d302:0.012088,d129:0.011629,d183:0.011164,d197:0.010941,d010:0.010742,d003:0.010063,d067:0.010020,d048:0.009932,d303:0.009915,d316:0.009796,d109:0.009742,d052:0.009144,d141:0.008829
